index,published,topic,term,domain,language,valid,de,title,description,en,la,url,image,archive,content,quote,added,feed,country,ipcc,continent
ba81aa1633689d08f1f18fa7af016fd0,2026-09-03T15:28:21Z,Thunderstorm,orage canada,www.lalibre.be,fr,0.7,"Kanadas größte Stadt in Schwierigkeiten: Zehntausende Einwohner Torontos sind ohne Strom. Zehntausende Einwohner Torontos blieben am Donnerstag ohne Strom, nachdem Stürme seltener Intensität die Hauptstraßen der größten Stadt Kanadas überschwemmt hatten. ...",La plus grande ville du Canada en difficulté : Des dizaines de milliers d'habitants de Toronto se retrouvent sans électricité,Des dizaines de milliers d'habitants de Toronto sont privés d'électricité jeudi au lendemain d'orages d'une rare intensité qui ont inondé les principaux axes routiers de la plus grande ville du Canada. ...,Canada's largest city in trouble: Tens of thousands of Toronto residents are left without power. Tens of thousands of Toronto residents were left without electricity Thursday the day after storms of rare intensity which flooded the main roads of Canada's largest city. ...,Civitas maxima Canada est in tribulatione: Decem milia incolarum Toronto sine viribus relicta sunt. Decem milia incolarum Torontonensium sine electricitate superfuerunt Iovis postridie tempestates rarae vehementiae quae inundaverunt viae maximae urbis maximae Canadae. ...,https://www.lalibre.be/international/amerique/2026/09/03/la-plus-grande-ville-du-canada-en-difficulte-des-dizaines-de-milliers-dhabitants-de-toronto-se-retrouvent-sans-electricite-IAQIVX32TBGJDF3N2PTCQ2ACME/,https://www.lalibre.be/resizer/v2/7IZSP7HR6VBHXCPDBCSNJMGJE4.jpg?auth=67203ec94c9b4c2b6c9d2e3a0c5ae0929210ee1041b2918051cee9a7c4358ce5&width=1200&height=630&quality=85&focal=984%2C656,,"""Les inondations ont frappé les routes principales, des arbres et des lignes électriques se sont effondrés et des dizaines de milliers d'habitants se sont retrouvés sans courant"", a déclaré jeudi la … [+344 chars]",,2026-09-05 09:17:53+00:00,wmo,Canada,NEN,North-America
dcc9e9b8e0dfcfa20b706ca5fc88ba58,2026-09-03T17:40:00Z,Storm,tempête canada,www.estrepublicain.fr,fr,0.7,"Video. $content.TitleNoTags. Seit Mittwoch, dem 2. September, ist das Wetter in Toronto, Kanada, wild. Hagel, sintflutartige Regenfälle und starke Winde treffen die Stadt. Arbeiter auf Gerüsten gerieten in einen Sturm, während Anwohner auf einem Balkon...",Vidéo. $content.TitleNoTags,"Depuis le mercredi 2 septembre, la météo se déchaîne à Toronto au Canada. Grêle, pluies torrentielles et vents violents ont touché la ville. Des ouvriers sur un échafaudage se sont retrouvés pris dans une tempête, tandis que des résidents sur un balcon les on…","Video. $content.TitleNoTags. Since Wednesday, September 2, the weather has been wild in Toronto, Canada. Hail, torrential rains and strong winds hit the city. Workers on scaffolding found themselves caught in a storm, while residents on a balcony...","Videor. $content.TitleNoTags. Cum Mercurii, II Septembris, tempestas in Toronto, Canada facta est. Ave, imbres torrentes et validi venti urbem feriunt. Laborantes in pegmate in tempestate deprehensi se invenerunt, dum in macello habitant.",https://www.estrepublicain.fr/videos/pluies-torrentielles-au-canada-des-ouvriers-coinces-sur-une-nacelle-suspendue-dans-le-vide-3kxuxl5,https://medialb.ultimedia.com/multi/sxzuu/3kxuxl5-O.jpg,,"Le Dauphiné Libéré, en tant que responsable de traitement, recueille dans ce formulaire des informations qui sont enregistrées dans un fichier informatisé par son Service Relations Clients, la finali… [+854 chars]",,2026-09-05 09:17:53+00:00,wmo,Canada,NEN,North-America
3278c153d0825a2d1e36ef2e03615d40,2026-09-04T06:21:09Z,Storm,tempête canada,www.huffingtonpost.fr,fr,0.7,"In Toronto die beeindruckenden Bilder des „Jahrhundertsturms“, der die Stadt überschwemmte. Einen ganzen September lang fielen in Kanadas größter Stadt innerhalb weniger Stunden Niederschläge, die Straßen überschwemmten und Bäume und Stromleitungen umstürzten.","À Toronto, les images impressionnantes de la « tempête du siècle » qui a inondé la ville","Des précipitations d’un mois de septembre entier sont tombées en quelques heures sur la plus grande ville du Canada, inondant les routes et faisant s’effondrer des arbres et lignes électriques.","In Toronto, the impressive images of the “storm of the century” which flooded the city. An entire month of September's precipitation fell in Canada's largest city in a matter of hours, flooding roads and bringing down trees and power lines.","In Toronto imagines impressivae ""procellae saeculi"" quae urbem inundaverunt. Totius mensis Septembris praecipitatio in urbe maxima Canadae incidit in re horarum, in viis inundationibus et in lineis arborum et potentiarum deducendis.",https://www.huffingtonpost.fr/international/video/a-toronto-les-images-impressionnantes-de-la-tempete-du-siecle-qui-a-inonde-la-ville_317627.html,https://focus.huffingtonpost.fr/2026/09/04/625/0/6000/3375/1820/1023/75/0/0920ae6_upload-1-oq2911xbm2xf-afp-20260903-aa-03092026-2937161-v1-highres-heavyrainfallintoronto.jpg,,"Des orages dune rare intensité ont frappé la ville de Toronto ce mercredi 2 septembre, inondant les principaux axes routiers de la principale ville du Canada et privant toujours délectricité plusieur… [+4076 chars]",,2026-09-05 09:17:53+00:00,wmo,Canada,NEN,North-America
64fbaf34e0e36768274fe0ed762ed527,2026-09-04T06:32:36Z,Heat Wave,canicule france,www.20minutes.fr,fr,0.7,"„Es wird den Trend zur Küste beschleunigen“: Angesichts der Hitzewellen befindet sich der Tourismus in einer völligen Umstrukturierung? Jein. Werden Touristen angesichts der wiederholten Hitzewellen den Süden Frankreichs und Europa meiden? Ein unwahrscheinliches Szenario, auch wenn die Tourismusakteure großes Interesse daran haben, sich anzupassen","« Ça va accélérer le tropisme vers le littoral » : Face aux canicules, le tourisme en pleine recomposition ? Oui et non","Avec les canicules à répétition, les touristes vont-ils bouder le sud de la France et de l’Europe ? Un scénario peu probable, même si les acteurs du tourisme ont tout intérêt à s’adapter","“It will accelerate the trend towards the coast”: Faced with heatwaves, tourism in full restructuring? Yes and no. With repeated heatwaves, will tourists avoid the south of France and Europe? An unlikely scenario, even if tourism stakeholders have every interest in adapting","""Acceleret inclinatio ad oram"": Adversus aestus, voluptuaria in plena bibendum? Etiam et nulla. Cum iteratis aestus Franciam et Europam meridianam vitabunt? Inconveniens est missionem, etiam si voluptuaria similesve ordinum hominum curam habent omnia in accommodando",https://www.20minutes.fr/tempo/escapade/4242332-20260904-ca-va-accelerer-tropisme-vers-littoral-face-canicules-tourisme-pleine-recomposition-oui-non,https://img.20mn.fr/z-26vG8sSw-setdVYJkQAyk/1444x920_marseille-a-battu-des-records-de-frequentation-cet-ete-estime-didier-arino-directeur-general-du-cabinet-protourisme,,"«On veut de la fraîcheur. » Une phrase maintes fois entendue cet été face aux épisodes de canicule qui ont frappé la France, et une partie de lEurope, au point danticiper une ruée vers le nord dès lé… [+3405 chars]",,2026-09-05 13:33:00+00:00,cmeter,France,WCE,Europe
ff776f1cbfb5fbe94e3792afc54204bf,2026-09-02T04:16:28Z,Wildfire,feu de forêt haret jandal liban,www.huffingtonpost.fr,fr,0.3,"Das heiße Wetter kehrt mit einer möglichen Hitzewelle und einer möglichen historischen Hitzewelle zurück. An diesem Wochenende werden die Temperaturen wieder steigen und über die saisonalen Normen hinausgehen, insbesondere im Südwesten, wo 35 bis 37 °C herrschen.",Les fortes chaleurs reviennent avec une canicule possible et une potentielle vague de chaleur historique,Les températures repartiront à la hausse en cette fin de semaine dépassant les normales de saison notamment dans le Sud-Ouest où 35 à 37 °C.,"The hot weather returns with a possible heatwave and a potential historic heat wave. Temperatures will start to rise again this weekend, exceeding seasonal norms, particularly in the South-West where 35 to 37°C.","Tempestas aestus redit cum possibili heatwave et potentiale historico calore fluctu. Temperaturae hoc weekend iterum resurgere incipient, normae valde temporariae, praesertim in Austro-Occidentali ubi 35 ad 37°C.",https://www.huffingtonpost.fr/france/article/les-fortes-chaleurs-reviennent-avec-une-canicule-possible-et-une-potentielle-vague-de-chaleur-historique_315626.html,https://focus.huffingtonpost.fr/2026/08/04/52/0/3500/1968/1820/1023/75/0/cd31591_upload-1-osykw8dlswu9-afp-20260729-hl-fscheiber-3245375-v1-highres-franceweatherheatwavetemperature.jpg,,"EN BREFLes températures augmentent avec un pic attendu ce week-end, atteignant jusquà 38 °C dans le Sud-Ouest.Des conditions caniculaires sont possibles localement, surtout en Aquitaine et Occitanie.… [+5319 chars]",,2026-09-05 17:33:17+00:00,effis,Lebanon,MED,Asia
05b4ebd260a9dd44d321ba260964f5e5,2026-09-04T05:43:00Z,Wildfire,feux de brousse en tunisie n.d. n / A.,www.20minutes.fr,fr,0.3,"Alle Infos in 2 Minuten: Die Hitzewelle ist zurück, ein Wunder in Nepal und der Endpunkt für Gaël Monfils. „20 Minutes“ hat für Sie die Neuigkeiten zusammengestellt, die Sie an diesem Freitagmorgen nicht verpassen sollten","Toute l’info en 2 minutes : La canicule est de retour, miracle au Népal et point final pour Gaël Monfils",« 20 Minutes » a compilé pour vous les infos qu’il ne fallait pas manquer ce vendredi matin,"All the info in 2 minutes: The heatwave is back, a miracle in Nepal and the end point for Gaël Monfils. “20 Minutes” has compiled for you the news you shouldn’t miss this Friday morning","All the info in 2 minutes: The heatwave is back, miraculum in Nepal and the end point for Gaël Monfils. ""20 Minuta"" tibi nuntium compilavit tibi mane Veneris hoc non deesset",https://www.20minutes.fr/societe/4242713-20260904-toute-info-2-minutes-canicule-retour-miracle-nepal-point-final-gael-monfils,https://img.20mn.fr/EqijrKFaRsSEBM-dDzLPpik/1444x920_les-temperatures-vont-froler-les-40-c-dans-le-sud,,"Vous avez manqué les infos de ce début de matinée ? On vous a concocté un récap pour vous aider à y voir plus clair et briller à la machine à café.
La canicule est de retour en France (oui, encore)… [+1741 chars]",,2026-09-05 17:33:17+00:00,effis,Tunisia,MED,Africa
df9baf058e67d8ac5d7919f5ceccbd38,2026-09-06T09:07:20Z,Drought,sécheresse djibouti,www.courrierinternational.com,fr,0.3,"Verstehst du die Zeit nicht mehr? Diese sieben Intellektuellen sind Pioniere der Welt von morgen. Unsere Sommerreihe „Thinkers of Tomorrow“ präsentiert Porträts von Forschern und Autoren, die sich jeweils in ihrem eigenen Fachgebiet mit den komplexesten Fragen der Gegenwart befassen. „Die Zeit“ setzt bei der Bewältigung geopolitischer, wirtschaftlicher usw. Umbrüche auf sie.",Vous ne comprenez plus l’époque ? Ces sept intellectuels défrichent le monde de demain,"Notre série d’été “Penseurs de demain” présente des portraits de chercheurs et auteurs qui s’attaquent, chacun dans son domaine, aux enjeux les plus complexes du moment. “Die Zeit” mise sur eux pour faire face aux bouleversements géopolitiques, économiques, c…","Don’t you understand the times anymore? These seven intellectuals are pioneering the world of tomorrow. Our summer series “Thinkers of Tomorrow” presents portraits of researchers and authors who tackle, each in their own field, the most complex issues of the moment. “Die Zeit” is banking on them to deal with geopolitical, economic, etc. upheavals.","Non times amplius? Septem illae intellectuales mundum crastinum muniunt. Nostra series aestatis ""Indores Cras"" exhibet imagines investigantium et auctorum, qui unumquemque in suo campo occupant, quaestiones maxime implicatae momenti. ""Die Zeit"" eos ad res oeconomicas, oeconomicas, etc. tumultus agere.",https://www.courrierinternational.com/article/serie-d-ete-vous-ne-comprenez-plus-l-epoque-ces-sept-intellectuels-defrichent-le-monde-de-demain_265481,https://focus.courrierinternational.com/2026/09/01/0/0/3000/2000/1200/630/60/0/4528cd6_upload-1-zrbs8fclricr-web-recap-huan-tran-canada-00006241.jpg,,"Lintelligence artificielle effraie. La crise énergétique nen finit pas de faire flamber les prix de lénergie. La canicule, la sécheresse et les aléas climatiques bouleversent nos étés. Pour affronter… [+2426 chars]",,2026-09-07 10:41:59+00:00,edo,Djibouti,NEAF,Africa
f03fb856114d8b0b3566b3620fc5f087,2026-09-04T15:15:00Z,Heat Wave,canicule suisse,www.ledauphine.com,fr,0.8,"Ungewöhnlich. Pullover, Handschuhe, Mütze: Um sich an die Hitzewelle zu gewöhnen, trainiert dieser Triathlet ... in Skiausrüstung. Seit letztem Frühjahr setzt der Schweizer Athlet Colin Chételat während seines Trainings sehr anspruchsvolle „Hitzeprotokolle“ ein.","Insolite. Pull, gants, bonnet : pour s'habituer à la canicule, ce triathlète s'entraîne... en tenue de ski","Depuis le printemps dernier, l'athlète suisse Colin Chételat a mis en place des « protocoles chaleur » très exigeants lors de ses entraînements.","Unusual. Sweater, gloves, hat: to get used to the heatwave, this triathlete trains... in ski gear. Since last spring, Swiss athlete Colin Chételat has implemented very demanding “heat protocols” during his training.","Singnlare. Sweater, caestus, proni: ad usum heatwave, hoc triathleta impedimenta ... in ski calces. Cum ultimo verno, Helvetius athleta Colin Chételat multum flagitavit in disciplina sua ""protocolla caloris"" implevit.",https://www.ledauphine.com/insolite/2026/09/04/pull-gants-bonnet-pour-s-habituer-a-la-canicule-ce-triathlete-s-entraine-en-tenue-de-ski,https://cdn-s-www.ledauphine.com/images/0DCC9B99-1637-4650-8643-B625E757E7EC/FB1200/photo-1788535065.jpg,,"C'est un entraînement à ne pas reproduire chez soi sans encadrement : le triathlète jurassien Colin Chételat, champion de Suisse de triathlon chez les moins de 25 ans l'an dernier et vainqueur en aoû… [+2721 chars]",,2026-09-08 18:57:52+00:00,wmo,Switzerland,WCE,Europe
84648e7d2471a3f8f264bd9b3fd47af8,2026-09-02T18:02:30Z,Storm,onde de tempête sur la côte nord ouest de madagascar.,www.presse-citron.net,fr,0.3,"Wetter: bis zu 40°C an diesem Wochenende, dann die Rückkehr von Kühle und Regen am Montag, ein brutaler Schock braut sich zusammen! Zu Beginn der Woche ist Vorsicht geboten.","Météo : jusqu’à 40°C ce week-end, puis le retour de la fraicheur et de la pluie dès lundi, un choc brutal se prépare !",La prudence est de mise en ce début de semaine.,"Weather: up to 40°C this weekend, then the return of coolness and rain on Monday, a brutal shock is brewing!. Caution is advised at the start of the week.","Tempestas: usque ad 40°C volutpat vestibulum hoc, reditus frigiditatis et pluviae die Lunae, incursu truculenti concrescit! Cautio admonetur in initio hebdomadis.",https://www.presse-citron.net/meteo-jusqua-40c-ce-week-end-puis-le-retour-de-la-fraicheur-et-de-la-pluie-des-lundi-un-choc-brutal-se-prepare/,https://www.presse-citron.net/app/uploads/2024/05/pexels-pixabay-459451-1500x900.jpg,,"Alors que le mois d’août a été particulièrement chaud, les regards se tournent désormais vers le mois de septembre. D’après nos confrères de RTL, de très grosses chaleurs arrivent sur une partie du p… [+4566 chars]",,2026-09-08 22:57:34+00:00,wmo,Madagascar,MDG,Africa
1af45fdf2c56ca108191898405e8c73a,2026-09-07T09:40:43Z,Heat Wave,canicule france,www.20minutes.fr,fr,0.7,"Hitzewelle: Mit 40,3°C… Eine Stadt im Tarn hat den absoluten Rekord für einen Monat September in Frankreich gebrochen. Mit einem Höchstwert von 40,3 °C im September wurde in Lavaur in Okzitanien ein neuer Rekord gebrochen. Der bisherige Rekord wurde in den Landes verzeichnet","Canicule : Avec 40,3 °C… Une ville du Tarn a battu le record absolu pour un mois de septembre en France","Un nouveau record a été battu à Lavaur, en Occitanie, avec une pointe à 40,3 °C au mois de septembre. Le précédent record avait été enregistré dans les Landes","Heatwave: With 40.3°C… A town in Tarn broke the absolute record for a month of September in France. A new record was broken in Lavaur, in Occitanie, with a peak of 40.3°C in September. The previous record was recorded in the Landes",Heatwave: Cum 40.3°C… Oppidum in Tarn absolutum censum mensem Septembrem in Gallia fregit. Novum commentum in Lavaur in Occitaniae cacumine 40.3°C mense Septembri fractum est. Commentarius prior in Landes',https://www.20minutes.fr/societe/4243258-20260907-canicule-40-3-ville-tarn-battu-record-absolu-mois-septembre-france,https://img.20mn.fr/wtkR074YRbeKXPQucA1H1ik/1444x920_vue-rapprochee-d-une-croix-de-pharmacie-affichant-40-degres-celsius-contre-le-ciel-pendant-une-vague-de-chaleur-a-fleurance-dans-le-gers-en-occitanie-en-france-le-20-juin-2026-la-temperature-verte-numerique-sur-le-panneau-de-la-pharmacie-donne-une-indication-visuelle-directe-de-la-chaleur-extreme-et-des-conditions-meteorologiques-estivales-photo-d-isabelle-souriment-hans-lucas-via-afp,,"Les vagues de chaleur se succèdent en France et n'en finissent plus. Ce dimanche, le record de chaleur national (toutes stations confondues) a été battu pour un mois de septembre, avec 40,3 °C enregi… [+1700 chars]",,2026-09-08 22:57:34+00:00,wmo,France,WCE,Europe
